customer id,age,age group,gender,income/month,account balance,loyalty score,education level,products owned,type of campaign(s),duration of campaign(s) (days),total ad spend,product type advertised,prev campaign success,product cost,has customer bought product,fb impressions,fb clicks,insta impressions,insta clicks,tw impressions,tw clicks,total clicks,total impressions,CTR,uses internet banking,has_loan,total_withdrawals,total_deposits,transaction_count,Facebook,Twitter,Instagram,Email
57,51,50-59,0,10064.57,29459.71,249.8972734,1,"['W', 'Z', 'X', 'Y']","['Instagram', 'Email']",15,229.418066,D,No,400,0,45,2,72,4,74,8,14,191,0.073,1,0,765.3284271,734.9183127,9,1,1,1,1
58,69,60-69,1,11171.25,35564.95,647.3111678,2,"['Y', 'Z', 'W', 'X']","['Twitter', 'Facebook', 'Email']",15,276.7335517,D,Yes,400,1,13,0,16,0,17,0,0,46,0,0,1,0,152.5962385,15,0,0,0,1
59,53,50-59,1,10017.15,28811.78,620.8992374,2,"['Y', 'W']","['Facebook', 'Email']",15,504.4085125,C,Yes,300,0,46,4,66,5,77,5,14,189,0.074,0,0,702.2962322,778.2719426,10,1,1,1,0
60,21,20-29,0,5351.22,8836.37,247.8442704,0,"['Y', 'W', 'Z', 'X']","['Instagram', 'Twitter']",15,346.5111611,A,No,100,0,127,15,174,1,110,7,23,411,0.056,0,0,550.8209838,751.315248,2,1,1,1,0
61,52,50-59,1,9845.28,28805.05,641.5267266,1,"['W', 'Y', 'Z', 'X']","['Facebook', 'Twitter', 'Instagram', 'Email']",15,374.8914159,A,Yes,100,0,84,5,78,1,69,8,14,231,0.061,1,1,686.1614023,569.5762719,9,1,1,1,0
62,39,30-39,0,8328.27,22964.09,334.0462577,0,['X'],"['Twitter', 'Instagram', 'Email']",15,545.5048221,D,No,400,0,73,7,66,1,83,15,23,222,0.104,0,0,663.2277062,883.4994691,6,1,1,1,1
63,30,30-39,0,6791.83,13223.14,237.5717702,0,[],"['Twitter', 'Instagram']",15,348.3071428,A,No,100,0,160,3,86,15,165,27,45,411,0.109,0,0,613.2519435,814.6863697,3,1,1,1,0
64,41,40-49,0,7782.72,19962.79,226.5213539,1,['Z'],['Instagram'],15,797.998549,A,No,100,0,124,16,120,10,83,7,33,327,0.101,1,1,782.3669841,577.4390353,6,1,1,1,0
65,56,50-59,0,11129.82,33702.85,152.9212687,1,"['W', 'X']",['Twitter'],15,454.1405141,E,Yes,500,0,52,4,51,3,40,4,11,143,0.077,0,0,615.325043,568.2687186,11,1,1,1,1
66,21,20-29,0,3727.53,5799.71,176.9783455,1,"['Z', 'W']",['Facebook'],15,238.4696874,B,No,200,0,156,34,155,38,163,34,106,474,0.224,1,0,97.92230258,221.9176458,2,1,1,1,0
67,28,20-29,0,6912,16519.86,135.3043657,0,"['W', 'Z']","['Instagram', 'Twitter']",15,685.6014382,E,No,500,0,165,5,125,15,97,10,30,387,0.078,0,0,866.4666641,945.5749595,2,1,1,1,1
68,21,20-29,1,6132.41,10892.25,351.9317532,0,[],"['Instagram', 'Facebook', 'Twitter']",15,233.762752,B,Yes,200,0,108,24,140,32,121,12,68,369,0.184,0,0,795.6801239,812.6380024,2,1,1,1,0
69,32,30-39,0,7816.16,16529.46,266.3176209,1,"['Y', 'Z', 'W', 'X']","['Facebook', 'Instagram', 'Email']",15,655.8323539,E,No,500,0,121,3,81,7,83,11,21,285,0.074,1,1,804.8970861,975.3155666,3,1,1,1,1
70,53,50-59,1,9980.96,32441.2,504.7113558,0,[],"['Twitter', 'Facebook', 'Email']",15,311.378111,D,No,400,0,50,6,42,5,42,2,13,134,0.097,0,0,630.4225471,332.9267568,10,1,1,1,1
71,34,30-39,0,7303.81,18124.39,72.34526821,1,"['W', 'X', 'Y', 'Z']","['Facebook', 'Instagram', 'Twitter']",15,482.4240719,B,No,200,0,115,2,132,21,108,6,29,355,0.082,0,0,677.9836699,631.5117656,4,1,1,1,1
72,63,60-69,1,12126.01,37135.12,627.1574049,1,['Z'],"['Instagram', 'Facebook']",15,370.794322,A,Yes,100,0,30,2,26,1,33,2,5,89,0.056,0,0,525.0273778,323.8611485,13,1,1,1,0
73,58,50-59,0,13402.69,41611.22,578.1917513,0,"['X', 'W', 'Z', 'Y']","['Instagram', 'Facebook']",15,364.6232046,D,No,400,0,44,2,56,2,52,4,8,152,0.053,0,0,735.9420264,669.374785,11,1,1,1,1
74,44,40-49,1,7930.19,18840.58,640.3167399,0,"['Y', 'Z', 'X', 'W']","['Instagram', 'Facebook', 'Twitter', 'Email']",15,646.0808165,E,Yes,500,0,103,8,58,8,64,11,27,225,0.12,0,0,558.6116569,787.8497456,7,1,1,1,0
75,21,20-29,1,5070.52,6847.61,494.1770617,1,"['Z', 'W', 'Y']",['Twitter'],15,757.128988,E,Yes,500,0,170,26,147,36,147,37,99,464,0.213,0,0,593.0747413,341.252472,2,1,1,1,0
76,25,20-29,0,5517.47,9150.08,198.2491465,1,"['X', 'Y']","['Instagram', 'Facebook', 'Twitter', 'Email']",15,427.4635843,A,No,100,0,165,9,98,7,179,47,63,442,0.143,0,0,472.5623215,566.0965263,2,1,1,1,0
77,70,60-69,1,12022.47,36303.16,576.5828088,0,"['W', 'Y']","['Facebook', 'Twitter', 'Instagram']",15,414.556056,B,No,200,0,13,0,16,0,17,0,0,46,0,0,0,100.0636234,0,15,0,0,0,1
78,48,40-49,1,9615.72,27590.62,527.233153,0,"['X', 'Y', 'Z', 'W']","['Instagram', 'Twitter', 'Facebook', 'Email']",15,421.4555025,B,Yes,200,0,90,2,76,10,95,4,16,261,0.061,0,0,745.4206571,687.4236088,8,1,1,1,0
79,38,30-39,1,7163.68,17526.01,662.8503284,0,"['Z', 'W', 'Y', 'X']","['Facebook', 'Twitter', 'Email']",15,534.5377534,E,No,500,0,118,20,70,11,117,16,47,305,0.154,0,0,646.9337308,687.8190443,5,1,1,1,1
80,34,30-39,0,8020.72,20554.5,88.92701288,1,"['Z', 'W', 'Y']","['Facebook', 'Instagram', 'Twitter']",15,631.5901366,A,Yes,100,0,149,21,75,16,120,17,54,344,0.157,0,1,902.7991352,898.5492882,4,1,1,1,0
81,21,20-29,1,4076.63,4053.06,521.916984,0,"['X', 'W']","['Instagram', 'Facebook', 'Twitter', 'Email']",15,272.2858675,C,Yes,300,0,176,11,181,40,189,6,57,546,0.104,0,0,332.8726355,357.2969583,2,1,1,1,1
82,44,40-49,1,8541.42,19293.37,498.5837241,1,"['Z', 'X']",['Facebook'],15,201.8281756,D,No,400,0,59,3,64,9,87,3,15,210,0.071,0,0,743.1329453,774.6020965,7,1,1,1,0
83,33,30-39,1,6067.02,11510.09,530.3162762,2,"['Z', 'W', 'Y']",['Facebook'],15,747.0761898,A,Yes,100,0,115,8,99,3,77,15,26,291,0.089,0,0,482.8101276,581.6167139,4,1,1,1,0
84,64,60-69,0,11072.39,37206.93,329.5887553,1,[],"['Facebook', 'Twitter', 'Instagram', 'Email']",15,658.9419656,E,No,500,0,23,1,36,0,39,2,3,98,0.031,1,0,163.7495631,255.2193056,13,1,1,0,0
85,58,50-59,0,11241.2,33430.14,246.9208215,0,"['X', 'Y', 'W']","['Twitter', 'Instagram', 'Facebook']",15,507.6445865,A,No,100,0,58,1,49,2,46,4,7,153,0.046,0,0,630.7116145,347.1786685,11,1,1,1,1
86,38,30-39,0,8305.5,20871.42,198.3893135,1,['Y'],"['Facebook', 'Twitter', 'Instagram']",15,568.3055665,D,No,400,0,90,12,108,4,88,17,33,286,0.115,1,0,842.7636695,772.3444083,5,1,1,1,1
87,40,40-49,1,7455.01,17767.34,476.8898183,0,"['W', 'Y', 'X']","['Facebook', 'Instagram', 'Twitter']",15,740.7943794,A,Yes,100,0,102,4,73,7,82,1,12,257,0.047,0,0,634.5759698,640.132014,6,1,1,1,1
88,70,60-69,1,11256.3,35519.18,469.1025069,0,"['Z', 'W']","['Facebook', 'Twitter']",15,292.1137684,A,No,100,0,13,0,10,0,10,0,0,33,0,0,0,28.17438558,0,15,0,0,0,0
89,24,20-29,1,5420.31,9038.61,446.4412289,0,[],"['Twitter', 'Facebook']",15,732.5383649,B,Yes,200,0,139,33,165,41,162,35,109,466,0.234,0,0,575.1627689,728.7843958,2,1,1,1,1
90,68,60-69,1,12443.94,36964.33,535.6665188,1,[],['Twitter'],15,767.0357355,D,No,400,0,15,0,15,0,20,1,1,50,0.02,1,0,126.7805686,37.8044376,14,0,1,0,1
91,48,40-49,1,9976.35,28314.36,624.4770815,1,['X'],['Twitter'],15,529.6435249,C,No,300,0,67,6,61,7,60,4,17,188,0.09,0,0,893.0779325,844.9889881,8,1,1,1,1
92,68,60-69,0,12044.2,37648.98,413.9479908,2,"['W', 'Z', 'Y', 'X']","['Facebook', 'Twitter', 'Instagram']",15,434.683147,E,No,500,0,17,1,24,0,17,0,1,58,0.017,1,0,170.2523898,131.0431546,14,1,0,0,0
93,40,40-49,1,7980.97,21109.65,723.146733,0,"['Z', 'X', 'Y', 'W']","['Instagram', 'Twitter', 'Facebook']",15,280.2904847,B,Yes,200,0,114,18,98,8,72,0,26,284,0.092,0,0,715.3710667,725.5481989,6,1,0,1,1
94,51,50-59,0,10797.85,29270.44,453.6019527,0,"['X', 'W']",['Twitter'],15,640.5509306,B,No,200,0,64,3,56,5,65,5,13,185,0.07,0,0,649.2621307,786.3106654,9,1,1,1,0
95,35,30-39,1,7634.57,19393.66,532.9038519,1,"['Z', 'X', 'W']","['Facebook', 'Email']",15,204.6214107,E,Yes,500,0,139,1,121,8,88,19,28,348,0.08,0,0,1023.149304,800.5609321,4,1,1,1,1
96,31,30-39,1,7365.73,14169.43,484.4543985,0,"['Z', 'X']","['Instagram', 'Facebook']",15,234.2815815,C,No,300,0,146,34,96,7,149,6,47,391,0.12,0,0,782.5475937,851.8111496,3,1,1,1,0
97,43,40-49,1,7304.57,19394.34,364.418246,1,"['Y', 'X']","['Twitter', 'Facebook']",15,854.4986452,E,No,500,0,78,9,63,6,74,2,17,215,0.079,0,0,611.1569307,497.7452168,7,1,1,1,0
98,56,50-59,1,11388.25,31917.89,594.5656319,0,"['Z', 'Y', 'X', 'W']","['Twitter', 'Facebook', 'Instagram']",15,378.173303,D,No,400,0,38,3,59,3,39,4,10,136,0.074,0,0,678.2528941,655.0589327,11,1,1,1,1
99,37,30-39,0,7256.93,18879.35,343.8894522,1,['Z'],['Twitter'],15,844.2283273,E,No,500,0,72,2,136,24,102,15,41,310,0.132,0,0,759.1716387,724.5045437,5,1,1,1,0
100,68,60-69,1,13531.95,42443.35,711.2818266,1,"['W', 'Y', 'Z']",['Facebook'],15,477.2129415,B,No,200,0,19,0,15,1,21,0,1,55,0.018,0,0,0,27.93408219,14,0,0,1,0
101,21,20-29,1,4738.82,7752.82,558.952719,1,"['Z', 'W']","['Instagram', 'Facebook', 'Email']",15,431.9550233,B,No,200,0,112,2,195,7,138,10,19,445,0.043,0,0,577.1459339,452.0747565,2,1,1,1,0
102,43,40-49,0,9171.16,24262.93,264.2439584,1,"['Y', 'W']","['Facebook', 'Twitter', 'Instagram']",15,258.3477816,B,Yes,200,0,65,9,90,14,100,17,40,255,0.157,1,0,792.5631991,882.2351652,7,1,1,1,1
103,43,40-49,0,8705.75,21478.95,305.5599592,0,[],"['Instagram', 'Twitter']",15,291.0409046,E,No,500,0,95,7,88,4,70,2,13,253,0.051,0,0,852.4361301,1035.640245,7,1,1,1,0
104,59,50-59,1,11744.25,35908.79,687.3032489,0,"['W', 'Z']","['Facebook', 'Twitter', 'Instagram']",15,497.9111089,B,Yes,200,0,35,2,46,4,52,2,8,133,0.06,0,1,276.0729208,526.9224291,12,1,1,1,0
105,41,40-49,0,8261.69,24181.66,205.0824172,1,"['Z', 'W', 'X']","['Facebook', 'Email']",15,780.943304,D,No,400,0,104,19,111,8,98,12,39,313,0.125,0,0,862.8292355,714.2017057,6,1,1,1,1
106,68,60-69,1,10610.18,35376.06,476.8624597,2,"['Y', 'W', 'X', 'Z']","['Twitter', 'Facebook', 'Instagram', 'Email']",15,286.8330625,D,Yes,400,0,15,0,17,0,15,0,0,47,0,1,0,0,60.18131443,14,0,0,0,1
107,22,20-29,0,6146.6,10577.74,267.0001869,1,"['Y', 'X', 'W', 'Z']","['Facebook', 'Instagram', 'Twitter']",15,342.8187418,A,Yes,100,0,172,43,194,49,144,42,134,510,0.263,1,1,678.1931856,850.5143611,2,1,1,1,0
108,64,60-69,1,12226.18,37488.94,723.7542643,1,"['Y', 'Z', 'X']",['Twitter'],15,593.0994627,A,No,100,0,30,2,22,1,40,2,5,92,0.054,1,1,427.0416243,326.1176808,13,1,1,1,1
109,55,50-59,1,10699.76,33168.83,593.0066409,2,"['Y', 'X', 'Z', 'W']","['Instagram', 'Twitter', 'Facebook', 'Email']",15,423.9659959,A,Yes,100,0,66,2,65,4,45,4,10,176,0.057,0,0,658.2712377,592.1112483,10,1,1,1,1
110,25,20-29,0,6828.95,11251.26,158.9007165,0,"['X', 'Y', 'W', 'Z']","['Instagram', 'Twitter']",15,832.9352445,A,No,100,0,157,21,138,13,141,11,45,436,0.103,0,0,1000.477962,901.4310804,2,1,1,1,1
111,29,20-29,0,5656.84,10462.12,352.4705414,1,"['Y', 'W', 'Z']","['Twitter', 'Instagram', 'Facebook', 'Email']",15,765.4252103,A,No,100,0,95,18,147,13,100,9,40,342,0.117,1,0,506.7967597,547.6414967,2,1,1,1,0
112,65,60-69,0,13274.2,45582.73,386.4859118,0,[],"['Twitter', 'Facebook', 'Email']",15,291.0932609,D,No,400,1,21,1,20,1,21,0,2,62,0.032,0,0,226.0686127,358.7094129,13,1,0,1,1
113,67,60-69,0,10992.99,34692.52,323.3093475,1,"['Y', 'Z', 'W', 'X']",['Facebook'],15,519.8182813,A,Yes,100,1,15,0,30,1,25,0,1,70,0.014,1,0,210.7033521,0,14,0,0,1,0
114,70,60-69,1,12724.19,40614,589.3642053,2,['Z'],['Twitter'],15,276.7738697,B,No,200,0,15,0,13,0,9,0,0,37,0,1,1,36.90834792,23.14927261,15,0,0,0,0
115,42,40-49,1,8631.87,20205.12,746.9485326,1,"['Y', 'W', 'Z']","['Facebook', 'Twitter', 'Email']",15,838.5753408,D,Yes,400,0,84,11,103,0,110,7,18,297,0.061,0,0,786.1106952,735.1767757,7,1,1,0,1
116,52,50-59,0,10115.6,28433.23,249.8331474,0,"['W', 'Y', 'Z', 'X']","['Instagram', 'Twitter', 'Email']",15,330.4688061,A,No,100,0,81,4,71,2,79,8,14,231,0.061,0,0,676.8287305,722.8951246,9,1,1,1,0
